geometry,x,y,sample_id,assigned_file
POINT (1648118.118 6938479.523),1648118.118,6938479.523,2604,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (960072.3451 7478062.685),960072.3451,7478062.685,2605,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1782018.477 7721484.476),1782018.477,7721484.476,2606,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1597819.036 7017821.571),1597819.036,7017821.571,2607,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (2053593.176 7498380.129),2053593.176,7498380.129,2608,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1577701.492 7563700.24),1577701.492,7563700.24,2609,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1723427.31 7295862.245),1723427.31,7295862.245,2610,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1560462.16 7619566.003),1560462.16,7619566.003,2611,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1827984.349 7361379.504),1827984.349,7361379.504,2612,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1598879.004 7558208.881),1598879.004,7558208.881,2613,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1615091.61 7043034.877),1615091.61,7043034.877,2614,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (2084323.402 7310052.307),2084323.402,7310052.307,2615,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1597411.773 7443041.384),1597411.773,7443041.384,2616,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1738720.348 6959798.098),1738720.348,6959798.098,2617,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1839903.968 7180943.247),1839903.968,7180943.247,2618,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1861878.937 7599121.465),1861878.937,7599121.465,2619,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1764340.028 7670172.362),1764340.028,7670172.362,2620,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1256140.573 8015092.575),1256140.573,8015092.575,2621,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1703500.115 7463428.471),1703500.115,7463428.471,2622,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1615442.872 7346815.357),1615442.872,7346815.357,2623,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1334023.851 7567491.234),1334023.851,7567491.234,2624,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1612340.623 7070575.118),1612340.623,7070575.118,2625,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1936409.51 7446851.911),1936409.51,7446851.911,2626,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1903000.771 7658105.129),1903000.771,7658105.129,2627,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1656936.176 7752010.853),1656936.176,7752010.853,2628,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1721641.899 6908830.848),1721641.899,6908830.848,2629,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1965297.071 7449671.726),1965297.071,7449671.726,2630,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1235318.14 7812367.304),1235318.14,7812367.304,2631,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1909304.519 7324098.308),1909304.519,7324098.308,2632,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1540233.359 7233578.485),1540233.359,7233578.485,2633,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1476372.487 7965847.053),1476372.487,7965847.053,2634,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1623796.631 7124456.424),1623796.631,7124456.424,2635,/home/grace/FloodFiles/FPR12Bldgs_SVI_Pop_Feb2025.gdb
POINT (1394994.674 7359947.158),1394994.674,7359947.158,2636,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1605494.403 7345745.137),1605494.403,7345745.137,2637,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1482799.029 7753876.528),1482799.029,7753876.528,2638,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1549718.296 7174417.489),1549718.296,7174417.489,2639,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1328654.678 7687292.819),1328654.678,7687292.819,2640,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1472886.562 7901757.148),1472886.562,7901757.148,2641,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1956376.03 7348998.708),1956376.03,7348998.708,2642,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1500589.488 7115738.691),1500589.488,7115738.691,2643,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1860773.846 7534135.781),1860773.846,7534135.781,2644,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1940045.071 7302096.31),1940045.071,7302096.31,2645,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2007908.65 7707887.376),2007908.65,7707887.376,2646,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1593175.785 7634234.791),1593175.785,7634234.791,2647,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1284919.52 7527432.861),1284919.52,7527432.861,2648,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1760660.555 7485929.161),1760660.555,7485929.161,2649,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1482825.611 7728449.425),1482825.611,7728449.425,2650,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1991954.679 7264703.611),1991954.679,7264703.611,2651,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1403974.533 7306855.968),1403974.533,7306855.968,2652,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1968340.601 7486431.731),1968340.601,7486431.731,2653,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1545899.332 7435301.038),1545899.332,7435301.038,2654,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1930463.324 7270150.198),1930463.324,7270150.198,2655,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1702861.757 7228600.714),1702861.757,7228600.714,2656,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1278734.798 7376250.208),1278734.798,7376250.208,2657,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1934545.277 7625769.533),1934545.277,7625769.533,2658,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1710464.428 7595534.967),1710464.428,7595534.967,2659,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1488057.461 7826032.395),1488057.461,7826032.395,2660,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1130750.285 7253060.13),1130750.285,7253060.13,2661,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1354068.522 7367793.355),1354068.522,7367793.355,2662,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1956816.113 7478960.657),1956816.113,7478960.657,2663,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1381558.921 7711638.956),1381558.921,7711638.956,2664,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1897592.08 7449377.974),1897592.08,7449377.974,2665,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1820877.636 7509011.935),1820877.636,7509011.935,2666,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1368894.599 7794957.721),1368894.599,7794957.721,2667,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1535783.225 7191045.828),1535783.225,7191045.828,2668,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1769642.686 7253785.016),1769642.686,7253785.016,2669,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1494786.507 7805481.361),1494786.507,7805481.361,2670,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1486586.036 7565468.833),1486586.036,7565468.833,2671,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1947244.676 7278927.434),1947244.676,7278927.434,2672,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1788823.972 7733638.245),1788823.972,7733638.245,2673,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1514391.422 7549016.915),1514391.422,7549016.915,2674,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1785604.89 7424789.974),1785604.89,7424789.974,2675,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2016532.859 7472283.957),2016532.859,7472283.957,2676,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1112838.031 7376854.695),1112838.031,7376854.695,2677,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1733322.159 7364931.464),1733322.159,7364931.464,2678,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1632187.038 7506731.64),1632187.038,7506731.64,2679,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1047880.409 7463102.35),1047880.409,7463102.35,2680,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (2049635.261 7720269.248),2049635.261,7720269.248,2681,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1374486.262 7956347.11),1374486.262,7956347.11,2682,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1680765.965 7708987.208),1680765.965,7708987.208,2683,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1114797.787 7509486.65),1114797.787,7509486.65,2684,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1971029.542 7627180.673),1971029.542,7627180.673,2685,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1400211.607 7888873.376),1400211.607,7888873.376,2686,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1622035.65 7121781.41),1622035.65,7121781.41,2687,/home/grace/FloodFiles/FPR12Bldgs_SVI_Pop_Feb2025.gdb
POINT (1446502.904 8027082.504),1446502.904,8027082.504,2688,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1496046.419 7591551.361),1496046.419,7591551.361,2689,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1524511.442 7085760.739),1524511.442,7085760.739,2690,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1731034.007 7617518.601),1731034.007,7617518.601,2691,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1209558.186 7528126.038),1209558.186,7528126.038,2692,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (2032405.897 7305198.599),2032405.897,7305198.599,2693,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1709930.818 7455244.09),1709930.818,7455244.09,2694,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (2022620.626 7425401.964),2022620.626,7425401.964,2695,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1668775.107 7693456.54),1668775.107,7693456.54,2696,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1781146.444 7626055.695),1781146.444,7626055.695,2697,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1130454.388 7385053.501),1130454.388,7385053.501,2698,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1390072.745 7389763.979),1390072.745,7389763.979,2699,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1944949.185 7584562.359),1944949.185,7584562.359,2700,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (977546.7244 7519180.685),977546.7244,7519180.685,2701,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1510715.885 7467229.049),1510715.885,7467229.049,2702,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1301424.134 7609825.947),1301424.134,7609825.947,2703,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1624935.119 7448751.131),1624935.119,7448751.131,2704,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1857075.065 7254950.587),1857075.065,7254950.587,2705,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1390197.406 7892545.382),1390197.406,7892545.382,2706,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1636441.791 7266596.974),1636441.791,7266596.974,2707,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1880583.448 7256210.895),1880583.448,7256210.895,2708,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1527003.361 7660403.36),1527003.361,7660403.36,2709,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1347483.191 7803102.32),1347483.191,7803102.32,2710,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1793354.317 7244840.061),1793354.317,7244840.061,2711,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1303336.207 7641743.468),1303336.207,7641743.468,2712,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (2087278.348 7370601.123),2087278.348,7370601.123,2713,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1360155.672 7915177.729),1360155.672,7915177.729,2714,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1523519.514 7429105.468),1523519.514,7429105.468,2715,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1531849.769 7084339.037),1531849.769,7084339.037,2716,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (2062414.046 7476248.297),2062414.046,7476248.297,2717,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1393904.818 7272797.852),1393904.818,7272797.852,2718,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1401750.815 7842644.727),1401750.815,7842644.727,2719,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1307424.629 7802507.738),1307424.629,7802507.738,2720,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1472027.71 7419817.043),1472027.71,7419817.043,2721,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1235305.779 7605845.589),1235305.779,7605845.589,2722,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1870912.867 7497413.057),1870912.867,7497413.057,2723,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1932922.164 7546815.707),1932922.164,7546815.707,2724,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1920248.081 7712415.322),1920248.081,7712415.322,2725,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1549381.485 7290833.445),1549381.485,7290833.445,2726,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1457841.205 7869226.997),1457841.205,7869226.997,2727,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1658826.667 7734054.369),1658826.667,7734054.369,2728,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1970280.609 7516967.48),1970280.609,7516967.48,2729,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1570223.629 7245697.043),1570223.629,7245697.043,2730,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1499718.287 7407186.524),1499718.287,7407186.524,2731,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1447368.045 7691801.5),1447368.045,7691801.5,2732,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1710059.14 7071003.238),1710059.14,7071003.238,2733,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1529590.108 7460311.803),1529590.108,7460311.803,2734,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1703059.442 7126745.926),1703059.442,7126745.926,2735,/home/grace/FloodFiles/FPR12Bldgs_SVI_Pop_Feb2025.gdb
POINT (2002378.026 7639496.784),2002378.026,7639496.784,2736,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1694443.745 7341896.18),1694443.745,7341896.18,2737,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1507094.248 7745949.455),1507094.248,7745949.455,2738,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1643600.911 6982765.721),1643600.911,6982765.721,2739,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1403289.229 7588423.596),1403289.229,7588423.596,2740,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1350236.058 7438909.513),1350236.058,7438909.513,2741,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1954256.701 7713256.578),1954256.701,7713256.578,2742,/home/grace/FloodFiles/FPR02Bldgs_SVI_Pop_Feb2025.gdb
POINT (1627894.181 7259331.89),1627894.181,7259331.89,2743,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1224745.484 7500907.113),1224745.484,7500907.113,2744,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1191560.867 7440682.202),1191560.867,7440682.202,2745,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1270699.338 7819374.28),1270699.338,7819374.28,2746,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1003651.513 7429840.812),1003651.513,7429840.812,2747,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1718569.883 7097536.76),1718569.883,7097536.76,2748,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1646505.375 7533479.563),1646505.375,7533479.563,2749,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1574062.938 7382500.969),1574062.938,7382500.969,2750,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (2048565.515 7484939.412),2048565.515,7484939.412,2751,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1330741.551 7716939.718),1330741.551,7716939.718,2752,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1586166.958 7440972.269),1586166.958,7440972.269,2753,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1218568.207 7694712.686),1218568.207,7694712.686,2754,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1113953.783 7494819.081),1113953.783,7494819.081,2755,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1869654.105 7195683.153),1869654.105,7195683.153,2756,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1322238.521 8002008.118),1322238.521,8002008.118,2757,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1412516.495 7717880.392),1412516.495,7717880.392,2758,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1236148.776 7409334.641),1236148.776,7409334.641,2759,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1463176.631 7323739.246),1463176.631,7323739.246,2760,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1356228.246 7661469.637),1356228.246,7661469.637,2761,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1379571.811 7457899.518),1379571.811,7457899.518,2762,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1759336.618 6979212.214),1759336.618,6979212.214,2763,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1508085.775 7115121.383),1508085.775,7115121.383,2764,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1904598.933 7350229.784),1904598.933,7350229.784,2765,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1778371.684 6876637.379),1778371.684,6876637.379,2766,/home/grace/FloodFiles/FPR15Bldgs_SVI_Pop_Feb2025.gdb
POINT (1401797.1 7834832.961),1401797.1,7834832.961,2767,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1568713.56 7012045.452),1568713.56,7012045.452,2768,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1432534.757 7708484.594),1432534.757,7708484.594,2769,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1052726.01 7511131.754),1052726.01,7511131.754,2770,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1519978.375 7621376.532),1519978.375,7621376.532,2771,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1203191.903 7271389.905),1203191.903,7271389.905,2772,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (2033245.227 7279076.334),2033245.227,7279076.334,2773,/home/grace/FloodFiles/FPR05Bldgs_SVI_Pop_Feb2025.gdb
POINT (1398833.115 7685419.528),1398833.115,7685419.528,2774,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1863360.008 7442464.092),1863360.008,7442464.092,2775,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1499020.155 7303223.336),1499020.155,7303223.336,2776,/home/grace/FloodFiles/FPR10Bldgs_SVI_Pop_Feb2025.gdb
POINT (1358168.774 7691169.048),1358168.774,7691169.048,2777,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1619462.072 7245436.522),1619462.072,7245436.522,2778,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1405685.039 7620260.39),1405685.039,7620260.39,2779,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (1203305.685 7243892.95),1203305.685,7243892.95,2780,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1394321.23 7292838.95),1394321.23,7292838.95,2781,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1047696.469 7497269.127),1047696.469,7497269.127,2782,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1110282.964 7481626.39),1110282.964,7481626.39,2783,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1337637.376 7464510.457),1337637.376,7464510.457,2784,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1244259.254 7939533.934),1244259.254,7939533.934,2785,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (1290030.82 7464175.725),1290030.82,7464175.725,2786,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1791428.128 7136460.983),1791428.128,7136460.983,2787,/home/grace/FloodFiles/FPR12Bldgs_SVI_Pop_Feb2025.gdb
POINT (1014874.998 7441473.652),1014874.998,7441473.652,2788,/home/grace/FloodFiles/FPR14Bldgs_SVI_Pop_Feb2025.gdb
POINT (1636456.257 7644579.727),1636456.257,7644579.727,2789,/home/grace/FloodFiles/FPR03Bldgs_SVI_Pop_Feb2025.gdb
POINT (1711634.149 7258316.227),1711634.149,7258316.227,2790,/home/grace/FloodFiles/FPR08Bldgs_SVI_Pop_Feb2025.gdb
POINT (1803811.866 7104564.061),1803811.866,7104564.061,2791,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1214773.694 7512734.562),1214773.694,7512734.562,2792,/home/grace/FloodFiles/FPR09Bldgs_SVI_Pop_Feb2025.gdb
POINT (1484195.966 7681854.37),1484195.966,7681854.37,2793,/home/grace/FloodFiles/FPR07Bldgs_SVI_Pop_Feb2025.gdb
POINT (2098093.584 7417663.188),2098093.584,7417663.188,2794,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
POINT (1721464.343 7088146.714),1721464.343,7088146.714,2795,/home/grace/FloodFiles/FPR13Bldgs_SVI_Pop_Feb2025.gdb
POINT (1227686.35 7785238.539),1227686.35,7785238.539,2796,/home/grace/FloodFiles/FPR01Bldgs_SVI_Pop_Feb2025.gdb
POINT (2032623.391 7372503.325),2032623.391,7372503.325,2797,/home/grace/FloodFiles/FPR04Bldgs_SVI_Pop_Feb2025.gdb
